id,expensive
6760,0.6706530721420114
6761,0.8361005280791125
6762,0.9172293598920128
6763,0.9394053708722511
6764,0.9234278037981872
6765,0.8979165181241887
6766,0.7713175014930865
6767,0.998740971721524
6768,0.913057497965698
6769,0.5519440216420243
6770,0.8017376196215771
6771,0.9979392133586705
6772,0.054266933422095494
6773,0.05148225109867918
6774,0.9977971487196445
6775,0.6129023451630181
6776,0.9097307946571667
6777,0.9974209661914366
6778,0.9016156811151583
6779,0.989745889683751
6780,0.7182789225246532
6781,0.998413860470194
6782,0.9939033373414091
6783,0.9575732173049023
6784,0.5202548102032681
6785,0.4959390636952765
6786,0.9018927614908636
6787,0.5705923692190189
6788,0.8875585339729272
6789,0.10406607879941888
6790,0.3166803797847683
6791,0.6047114192079835
6792,0.874606462157532
6793,0.804197361760851
6794,0.9204475136020055
6795,0.5245256474971929
6796,0.7279902533273892
6797,0.8749987423487027
6798,0.991898072240618
6799,0.9977998882127814
6800,0.9803601624430319
6801,0.9973797631882293
6802,0.7481841406258102
6803,0.7596406861169859
6804,0.9978038318075327
6805,0.4198304519170158
6806,0.4307079930676322
6807,0.044668834019950296
6808,0.7894990823603608
6809,0.03071926828279075
6810,0.49335302125672237
6811,0.5065523709191384
6812,0.9976216210718944
6813,0.8384786561316967
6814,0.8183246782730519
6815,0.4292050540086394
6816,0.747373964484407
6817,0.8862266819505098
6818,0.3981332907969947
6819,0.49905625273082843
6820,0.9423395646536927
6821,0.7383049144199831
6822,0.05904038289918144
6823,0.7313429077647351
6824,0.9441064894401022
6825,0.5991384429643096
6826,0.874177141467755
6827,0.9259352071087364
6828,0.968214710960497
6829,0.5617932757486827
6830,0.8545635016793234
6831,0.6826811043675297
6832,0.9772742854738427
6833,0.9716051634000988
6834,0.6913582763701925
6835,0.9282885563076089
6836,0.7081072207548069
6837,0.9351677498265782
6838,0.039308153910941585
6839,0.9527440483496665
6840,0.9940458770020381
6841,0.9768580741270588
6842,0.5406500891055797
6843,0.5581290202570638
6844,0.8260939279413162
6845,0.6888022045841158
6846,0.4939772696110927
6847,0.8166094113137854
6848,0.33691407172059057
6849,0.4017366608262572
6850,0.2715679857905036
6851,0.5317187453580783
6852,0.6759944646236417
6853,0.3958859547967883
6854,0.7779601821197715
6855,0.036753336182872375
6856,0.043995458438225284
6857,0.8904494316604842
6858,0.6549057357951932
6859,0.9711265172045764
6860,0.7217601309531109
6861,0.5415249221023302
6862,0.5617537879248445
6863,0.8465678973150774
6864,0.20010537234453923
6865,0.3720647481665383
6866,0.4505353270079192
6867,0.37472976826447335
6868,0.5919323822991208
6869,0.5308273828861816
6870,0.5827739065425731
6871,0.6104521245242964
6872,0.4105821568832393
6873,0.6942168777636537
6874,0.6515827548898397
6875,0.9855495682322941
6876,0.5146536885480797
6877,0.7701147153962571
6878,0.1670679776729917
6879,0.3453672369206856
6880,0.04722002884653229
6881,0.039193208639922074
6882,0.03810151947060182
6883,0.04928957158973126
6884,0.5858184171063864
6885,0.6273038585016298
6886,0.3369590229859771
6887,0.8934751783078255
6888,0.6100462189150445
6889,0.6155883002150943
6890,0.041720367512401116
6891,0.05921682021341796
6892,0.03044589208114685
6893,0.06467817478922724
6894,0.056673733570593875
6895,0.04797293376684511
6896,0.04700911742775015
6897,0.9084527133285658
6898,0.925012765500173
6899,0.28107184171182975
6900,0.3453741237171934
6901,0.36872993810864596
6902,0.4996003306621163
6903,0.41773996865973045
6904,0.6454356493453862
6905,0.5835528298671452
6906,0.05418499444471591
6907,0.4186690862822335
6908,0.731152306960207
6909,0.18976684455657414
6910,0.5170896227969116
6911,0.25532704378952364
6912,0.8014325351196739
6913,0.5043672862767564
6914,0.49732676093907213
6915,0.6347218079856944
6916,0.6163207022626396
6917,0.9179582023361106
6918,0.5494111412416167
6919,0.08799985444712147
6920,0.17800580969708044
6921,0.9494173315680602
6922,0.9762375815229504
6923,0.983148100537721
6924,0.7937080992567463
6925,0.9984806009368244
6926,0.3457190205250288
6927,0.8822946352106507
6928,0.791831036356608
6929,0.9919866911931963
6930,0.9781904657285919
6931,0.16041980499985162
6932,0.48050996798032747
6933,0.8082331988603692
6934,0.9466054709233049
6935,0.8946882373027377
6936,0.5329841492355764
6937,0.06910576914757768
6938,0.9992202763360988
6939,0.9591499996043209
6940,0.4902689406590677
6941,0.6404754579881615
6942,0.44506090255666814
6943,0.9761104559866957
6944,0.8830496097109962
6945,0.8375587035057402
6946,0.9858377986573201
6947,0.6286131103813022
6948,1.2597634666753883e-05
6949,0.30098843123965324
6950,0.7397461018334964
6951,0.9711164881297281
6952,0.9977951980858648
6953,0.7813850481197879
6954,0.8750785808898789
6955,0.7794038050660663
6956,0.8131063669965191
6957,0.3855729703544746
6958,0.99992397138395
6959,0.9999196794435766
6960,0.4557683523531007
6961,0.29860179111575835
6962,0.34856971948688453
6963,0.9587082093285215
6964,0.7372992306962647
6965,0.49538662330563277
6966,0.7866067129652166
6967,0.05176784266481166
6968,0.5725957650088005
6969,0.6721949237531836
6970,0.6755863262600175
6971,0.8364932464479646
6972,0.7460131481954518
6973,0.8402264714277555
6974,0.7595023870329123
6975,0.9445807599969488
6976,0.8564895033805019
6977,0.0020774326420332006
6978,0.00770484138644956
6979,0.7331146124969244
6980,0.9664045769659134
6981,0.9684607438383906
6982,0.9888195519911448
6983,0.9907349116376828
6984,0.8025886372467944
6985,0.791971712307954
6986,0.8071423749038864
6987,0.8999479042382564
6988,0.7927216423255871
6989,0.8999272228251405
6990,0.9137547682878312
6991,0.9113060361096886
6992,0.7083262719764816
6993,0.17662307207177463
6994,0.8558458361835505
6995,0.9020562338233634
6996,0.8912588932640911
6997,0.4224101196829111
6998,0.8814435922212203
6999,0.928997592847681
7000,0.1965090597327114
7001,0.7543860980897168
7002,0.8811834537680142
7003,0.7724702192768858
7004,0.38624637843258935
7005,0.7203394818810457
7006,0.9673878582661654
7007,0.519386130161728
7008,0.9124007618343034
7009,0.8650474241453221
7010,0.9959934362039634
7011,0.9550075887143493
7012,0.7129238348566586
7013,0.48267690059566115
7014,0.7203530121525538
7015,0.1760702410961207
7016,0.5147361416755151
7017,0.6996197830987465
7018,0.7120062124229818
7019,0.9682118463246107
7020,0.31518180432654963
7021,0.7345938306607988
7022,0.0008795613874756879
7023,0.9276838328442051
7024,0.9377491310123492
7025,0.9462229653257918
7026,0.45231532904677796
7027,0.9976204795491472
7028,0.6916576228062095
7029,0.7360934086647244
7030,0.6141284658564738
7031,0.6406339039648894
7032,0.9997929186056783
7033,0.4743567973381144
7034,0.46363261010541285
7035,0.13476757000033215
7036,0.1913244400590925
7037,0.10778765233639621
7038,0.4614670115296413
7039,0.977687580449245
7040,0.5075348605873458
7041,0.9920272985630002
7042,0.9836486825533778
7043,0.9762656481011599
7044,0.8539113335122932
7045,0.8822635142736368
7046,0.7885408387838442
7047,0.6215479714061325
7048,0.43693373268043234
7049,0.5872139348938694
7050,0.6864670448835494
7051,0.6681785265531667
7052,0.709732609777507
7053,0.9570076992743026
7054,0.6725436743594376
7055,0.9236375360716407
7056,0.9978393669542123
7057,0.974841559221609
7058,0.8553640289414381
7059,0.6994353720226175
7060,0.6955418467535378
7061,0.8231020610228784
7062,0.0006798048719200873
7063,0.4237201218001065
7064,0.7811974955797437
7065,0.8815049939555698
7066,0.5470867906425191
7067,0.13155290134303496
7068,0.861496284385666
7069,0.8277947835320059
7070,0.7984198531164621
7071,0.7979330417980168
7072,0.6048603967344419
7073,0.6060471056210922
7074,0.2755636911663573
7075,0.41740831201460815
7076,0.9640785475733366
7077,0.7989519512833043
7078,0.8715822517735772
7079,0.372830948836223
7080,0.4397855468643803
7081,0.3805040223593275
7082,0.9383759678936043
7083,0.29629024884667965
7084,0.9796021260079086
7085,0.2974596707435077
7086,0.41578354855389626
7087,0.29183485469615583
7088,0.41815017201862187
7089,0.4160657802091265
7090,0.8231727917327052
7091,0.10016154907969309
7092,0.009336370882829343
7093,0.43549781009686717
7094,0.41443022184613804
7095,0.8375907240254009
7096,0.5442857235913359
7097,0.8872653406993125
7098,0.04472961928225386
7099,0.32437772848622376
7100,0.6048478429883188
7101,0.9998834739441542
7102,0.5791801343496337
7103,0.942755224365943
7104,0.9979589852794238
7105,0.13326554210303637
7106,0.6462679633402222
7107,0.725498534559538
7108,0.38394558121143707
7109,0.9984628118372751
7110,0.9396519041557629
7111,0.9556523494966089
7112,0.8956185694613776
7113,0.6248289878613436
7114,0.7795567031712674
7115,0.7269974526684888
7116,0.9589689053672523
7117,0.9905247417830247
7118,0.9710926527499747
7119,0.9469048645317374
7120,0.5678385125647624
7121,0.9077953651994635
7122,0.965461824325996
7123,0.5495625331964321
7124,0.8956752558245611
7125,0.944969509705188
7126,0.9413052235102888
7127,0.8967394260228977
7128,0.8391638501577132
7129,0.9369336473002626
7130,0.9481790472294898
7131,0.8749404314910005
7132,0.7352548472997055
7133,0.9994409865690758
7134,0.9279924005081395
7135,0.9243503023574228
7136,0.9247391885362268
7137,0.9361865967805723
7138,0.929010749898643
7139,0.879636967018798
7140,0.8782056861732102
7141,0.9848102769841528
7142,0.9917939496928706
7143,0.7158674329133015
7144,0.5383952559199728
7145,0.985775445824482
7146,0.9664992086332336
7147,0.19551594831324193
7148,0.06177817571189685
7149,0.9930080411002304
7150,0.9646766721442254
